league,season,team,player,standard_nation,standard_pos,age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,keeper_nation,keeper_pos,keeper_born,keeper_Playing Time_MP,keeper_Playing Time_Starts,keeper_Playing Time_Min,keeper_Playing Time_90s,keeper_Performance_GA,keeper_Performance_GA90,keeper_Performance_SoTA,keeper_Performance_Saves,keeper_Performance_Save%,keeper_Performance_W,keeper_Performance_D,keeper_Performance_L,keeper_Performance_CS,keeper_Performance_CS%,keeper_Penalty Kicks_PKatt,keeper_Penalty Kicks_PKA,keeper_Penalty Kicks_PKsv,keeper_Penalty Kicks_PKm,keeper_Penalty Kicks_Save%,playing_time_nation,playing_time_pos,playing_time_born,playing_time_Playing Time_MP,playing_time_Playing Time_Min,playing_time_Playing Time_Mn/MP,playing_time_Playing Time_Min%,playing_time_Playing Time_90s,playing_time_Starts_Starts,playing_time_Starts_Mn/Start,playing_time_Starts_Compl,playing_time_Subs_Subs,playing_time_Subs_Mn/Sub,playing_time_Subs_unSub,playing_time_Team Success_PPM,playing_time_Team Success_onG,playing_time_Team Success_onGA,playing_time_Team Success_+/-,playing_time_Team Success_+/-90,playing_time_Team Success_On-Off,misc_nation,misc_pos,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,market_value_eur
ARG-Primera División Argentina,2026,Belgrano,Nicolás Fernández,ARG,FW,30-129,1996,16,11,853,9.5,1,4,5,1,0,1,1,0,0.11,0.42,0.53,0.11,0.53,ARG,FW,1996,9.5,1,24,10,41.7,2.53,1.06,0.04,0.1,0,1,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1996,16,853,53,59.2,9.5,11,68,2,5,20,0,1.74,11,6,5,0.53,0.68,ARG,FW,1996,9.5,1,0,0,5,8,3,1,0,6,,,0,3000000.0
ARG-Primera División Argentina,2026,Rosario Central,Enzo Copetti,ARG,"FW,MF",30-152,1996,14,6,616,6.8,4,0,4,4,0,0,2,0,0.58,0.0,0.58,0.58,0.58,ARG,"FW,MF",1996,6.8,4,13,6,46.2,1.9,0.88,0.31,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",1996,14,616,44,42.8,6.8,6,74,1,8,22,0,1.76,9,11,-2,-0.29,-0.95,ARG,"FW,MF",1996,6.8,2,0,0,7,11,3,3,4,3,,,0,2500000.0
ARG-Primera División Argentina,2026,Platense,Leonardo Heredia,ARG,FW,30-157,1996,15,6,541,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,1996,6.0,0,15,6,40.0,2.5,1.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1996,15,541,36,37.6,6.0,6,60,0,9,20,1,1.0,5,3,2,0.33,1.03,ARG,FW,1996,6.0,1,0,0,7,5,4,1,3,1,,,0,1200000.0
ARG-Primera División Argentina,2026,Atlé Tucumán,Juan Infante,ARG,DF,30-161,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1996,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1996,1,90,90,6.3,1.0,1,90,1,0,,1,0.0,1,2,-1,-1.0,-0.73,ARG,DF,1996,1.0,0,0,0,2,0,0,0,1,1,,,0,400000.0
ARG-Primera División Argentina,2026,CA San Lorenzo,Nicolás Tripichio,ARG,MF,30-163,1996,15,15,1288,14.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1996,14.3,0,18,5,27.8,1.26,0.35,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1996,15,1288,86,89.4,14.3,15,86,7,0,,0,1.38,11,13,-2,-0.14,-1.32,ARG,MF,1996,14.3,5,0,0,24,21,1,18,26,20,,,0,2000000.0
ARG-Primera División Argentina,2026,Independiente,Rodrigo Fernández,URU,MF,30-165,1996,12,4,479,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,URU,MF,1996,5.3,0,5,1,20.0,0.94,0.19,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,MF,1996,12,479,40,33.3,5.3,4,82,3,8,19,4,1.5,7,8,-1,-0.19,-0.66,URU,MF,1996,5.3,2,0,0,13,3,0,1,7,11,,,0,600000.0
ARG-Primera División Argentina,2026,Independiente,Ignacio Pussetto,ARG,MF,30-178,1995,10,5,417,4.6,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,ARG,MF,1995,4.6,1,10,2,20.0,2.16,0.43,0.1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1995,10,417,42,29.0,4.6,5,66,0,5,17,3,1.4,6,8,-2,-0.43,-0.96,ARG,MF,1995,4.6,1,0,0,13,6,2,14,1,8,,,0,1300000.0
ARG-Primera División Argentina,2026,Tigre,Alfio Oviedo,PAR,FW,30-181,1995,9,2,281,3.1,1,0,1,1,0,0,2,0,0.32,0.0,0.32,0.32,0.32,PAR,FW,1995,3.1,1,5,3,60.0,1.6,0.96,0.2,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,PAR,FW,1995,9,281,31,19.5,3.1,2,57,0,7,24,4,1.22,2,4,-2,-0.64,-1.03,PAR,FW,1995,3.1,2,0,0,11,7,1,2,0,3,,,0,300000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Matías García,ARG,MF,30-218,1995,10,6,525,5.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1995,5.8,0,2,0,0.0,0.34,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1995,10,525,53,36.5,5.8,6,76,2,4,18,3,0.6,1,8,-7,-1.2,-1.2,ARG,MF,1995,5.8,3,0,0,13,6,0,11,10,10,,,0,300000.0
ARG-Primera División Argentina,2026,Independiente,Sebastián Valdez,ARG,DF,30-223,1995,13,12,1082,12.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,12.0,0,3,0,0.0,0.25,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,13,1082,83,75.1,12.0,12,90,11,1,3,2,1.36,16,15,1,0.08,-0.67,ARG,DF,1995,12.0,4,1,1,8,12,2,1,19,12,,,0,1500000.0
ARG-Primera División Argentina,2026,Newell's,Gabriel Risso Patrón,ARG,DF,30-224,1995,4,3,285,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,3.2,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,4,285,71,19.8,3.2,3,85,2,1,31,5,0.25,1,6,-5,-1.58,-1.03,ARG,DF,1995,3.2,0,0,0,1,2,0,4,3,0,,,0,200000.0
ARG-Primera División Argentina,2026,C. Córdoba–SdE,Matías Vera,ARG,MF,30-234,1995,15,14,1192,13.2,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,ARG,MF,1995,13.2,0,9,1,11.1,0.68,0.08,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1995,15,1192,79,82.8,13.2,14,84,5,1,16,1,1.07,11,17,-6,-0.45,1.0,ARG,MF,1995,13.2,4,0,0,17,15,1,36,9,28,,,0,350000.0
ARG-Primera División Argentina,2026,Aldosivi,Néstor Breitenbruch,ARG,DF,30-277,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,3,270,90,18.8,3.0,3,90,3,0,,2,0.67,3,5,-2,-0.67,0.18,ARG,DF,1995,3.0,0,0,0,1,0,0,2,1,4,,,0,
ARG-Primera División Argentina,2026,Deportivo Riestra,Rodrigo Sayavedra,ARG,DF,30-331,1995,5,1,147,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,1.6,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,5,147,29,10.2,1.6,1,90,1,4,14,10,0.8,0,2,-2,-1.22,-0.88,ARG,DF,1995,1.6,1,0,0,3,2,0,17,2,1,,,0,75000.0
ARG-Primera División Argentina,2026,Talleres–C,Gabriel Báez,ARG,DF,30-331,1995,6,6,487,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,5.4,0,1,0,0.0,0.18,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,6,487,81,33.8,5.4,6,81,4,0,,5,1.17,6,8,-2,-0.37,-0.94,ARG,DF,1995,5.4,1,0,0,7,2,0,20,3,7,,,1,600000.0
ARG-Primera División Argentina,2026,Belgrano,Adrián Sporle,ARG,DF,30-339,1995,12,8,733,8.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,8.1,0,2,0,0.0,0.25,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,12,733,61,50.9,8.1,8,75,5,4,33,0,2.0,12,6,6,0.74,0.99,ARG,DF,1995,8.1,2,0,0,9,2,0,28,10,13,,,0,300000.0
ARG-Primera División Argentina,2026,CA San Lorenzo,José Devecchi,ARG,GK,30-343,1995,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,1995,2.0,0,0,0,,0.0,0.0,,,0,0,ARG,GK,1995,2,2,180,2.0,3,1.5,7,4,57.1,0,1,1,0,0.0,0,0,0,0,,ARG,GK,1995,2,180,90,12.5,2.0,2,90,2,0,,13,0.33,2,4,-2,-1.0,-1.14,ARG,GK,1995,2.0,1,0,0,0,1,0,0,0,0,,,0,400000.0
ARG-Primera División Argentina,2026,Platense,Bautista Merlini,ARG,MF,30-348,1995,14,3,464,5.2,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,ARG,MF,1995,5.2,1,10,4,40.0,1.94,0.78,0.1,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1995,14,464,33,32.2,5.2,3,69,0,11,23,2,1.0,5,5,0,0.0,0.46,ARG,MF,1995,5.2,0,0,0,5,22,1,3,3,4,,,0,400000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Tomás Marchiori,,,30-362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,1995,0,,,,,0,,0,0,,16,,,,,,,,,,,,,,,,,,,,,,,2000000.0
ARG-Primera División Argentina,2026,Ind. Rivadavia,Álex Arce,PAR,FW,31-001,1995,9,3,388,4.3,2,0,2,2,0,0,1,0,0.46,0.0,0.46,0.46,0.46,PAR,FW,1995,4.3,2,12,5,41.7,2.78,1.16,0.17,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,PAR,FW,1995,9,388,43,26.9,4.3,3,84,0,6,23,0,2.0,11,2,9,2.09,1.66,PAR,FW,1995,4.3,1,0,0,10,6,4,1,1,1,,,0,3500000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Nelson Insfrán,ARG,GK,31-024,1995,14,14,1197,13.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,1995,13.3,0,0,0,,0.0,0.0,,,0,0,ARG,GK,1995,14,14,1197,13.3,14,1.05,47,34,72.3,8,2,4,5,35.7,1,1,0,0,0.0,ARG,GK,1995,14,1197,86,83.1,13.3,14,86,13,0,,0,1.81,16,14,2,0.15,0.89,ARG,GK,1995,13.3,0,0,0,0,0,0,0,0,0,,,0,2000000.0
ARG-Primera División Argentina,2026,Banfield,Danilo Arboleda,COL,DF,31-032,1995,14,14,1194,13.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,COL,DF,1995,13.3,0,1,1,100.0,0.08,0.08,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,COL,DF,1995,14,1194,85,82.9,13.3,14,85,13,0,,0,1.0,14,17,-3,-0.23,-0.59,COL,DF,1995,13.3,2,0,0,5,3,1,1,14,17,,,0,800000.0
ARG-Primera División Argentina,2026,Defensa,Emiliano Amor,SYR,DF,31-032,1995,15,15,1304,14.5,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,SYR,DF,1995,14.5,1,3,1,33.3,0.21,0.07,0.33,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,SYR,DF,1995,15,1304,87,90.6,14.5,15,87,13,0,,0,1.2,17,18,-1,-0.07,1.25,SYR,DF,1995,14.5,2,0,0,9,2,1,1,28,4,,,0,450000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Nicolás Caro,,,31-044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,750000.0
ARG-Primera División Argentina,2026,Independiente,Leonardo Godoy,ARG,DF,31-050,1995,9,8,616,6.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,6.8,0,5,1,20.0,0.73,0.15,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,9,616,68,42.8,6.8,8,75,4,1,16,7,1.44,7,7,0,0.0,-0.44,ARG,DF,1995,6.8,2,0,0,8,12,3,20,3,3,,,0,1200000.0
ARG-Primera División Argentina,2026,Huracán,Leonardo Sequeira,ARG,"FW,MF",31-052,1995,10,0,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,"FW,MF",1995,1.3,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",1995,10,115,12,8.0,1.3,0,,0,10,12,6,1.1,1,1,0,0.0,-0.27,ARG,"FW,MF",1995,1.3,0,0,0,1,2,0,8,2,1,,,0,350000.0
ARG-Primera División Argentina,2026,Independiente,Luciano Cabral,CHI,MF,31-052,1995,8,2,251,2.8,1,0,1,1,0,0,1,1,0.36,0.0,0.36,0.36,0.36,CHI,MF,1995,2.8,1,7,2,28.6,2.51,0.72,0.14,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,CHI,MF,1995,8,251,31,17.4,2.8,2,52,0,6,25,6,1.5,7,4,3,1.08,1.0,CHI,MF,1995,2.8,1,1,0,3,4,1,9,1,1,,,0,1000000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Cristian Paz,ARG,DF,31-054,1995,15,15,1332,14.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,14.8,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,15,1332,89,92.5,14.8,15,89,14,0,,0,0.73,5,10,-5,-0.34,1.33,ARG,DF,1995,14.8,3,0,0,24,6,1,4,25,18,,,0,500000.0
ARG-Primera División Argentina,2026,Arg Juniors,Tomás Molina,ARG,FW,31-066,1995,11,9,834,9.3,3,0,3,3,0,1,3,0,0.32,0.0,0.32,0.32,0.32,ARG,FW,1995,9.3,3,28,11,39.3,3.02,1.19,0.11,0.27,0,1,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1995,11,834,76,57.9,9.3,9,86,6,2,28,1,2.0,7,5,2,0.22,-0.08,ARG,FW,1995,9.3,3,0,0,12,11,6,8,1,6,,,0,2500000.0
ARG-Primera División Argentina,2026,Unión,Marcelo Estigarribia,ARG,FW,31-068,1995,15,13,1129,12.5,4,1,5,2,2,2,5,0,0.32,0.08,0.4,0.16,0.24,ARG,FW,1995,12.5,4,49,17,34.7,3.91,1.36,0.04,0.12,2,2,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1995,15,1129,75,78.4,12.5,13,83,9,2,22,0,1.35,19,16,3,0.24,-0.05,ARG,FW,1995,12.5,5,0,0,21,12,10,17,0,5,,,0,1000000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Álvaro David Montero,COL,GK,31-080,1995,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,COL,GK,1995,16.0,0,0,0,,0.0,0.0,,,0,0,COL,GK,1995,16,16,1440,16.0,12,0.75,77,65,84.4,7,7,2,7,43.8,0,0,0,0,,COL,GK,1995,16,1440,90,100.0,16.0,16,90,16,0,,0,1.65,18,12,6,0.37,,COL,GK,1995,16.0,0,0,0,0,1,0,0,0,0,,,0,2500000.0
ARG-Primera División Argentina,2026,Aldosivi,Esteban Rolón,ARG,MF,31-084,1995,14,11,836,9.3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1995,9.3,0,7,2,28.6,0.75,0.22,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1995,14,836,60,58.1,9.3,11,71,1,3,19,1,0.57,4,9,-5,-0.54,0.65,ARG,MF,1995,9.3,6,0,0,14,3,1,23,8,13,,,0,
ARG-Primera División Argentina,2026,Platense,Guido Mainero,ARG,MF,31-086,1995,16,14,1066,11.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1995,11.8,0,9,4,44.4,0.76,0.34,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1995,16,1066,67,74.0,11.8,14,73,1,2,20,0,1.0,4,10,-6,-0.51,-0.75,ARG,MF,1995,11.8,1,0,0,10,15,2,72,4,8,,,0,2000000.0
ARG-Primera División Argentina,2026,Sarmiento–J,Lucas Suárez,ARG,DF,31-092,1995,11,8,640,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1995,7.1,0,2,1,50.0,0.28,0.14,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1995,11,640,58,44.4,7.1,8,77,5,3,9,2,1.45,5,9,-4,-0.56,-0.23,ARG,DF,1995,7.1,1,0,0,10,5,2,7,9,8,,,1,400000.0
ARG-Primera División Argentina,2026,Barracas Central,Jhonatan Candia,URU,FW,31-094,1995,14,9,751,8.3,1,0,1,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12,URU,FW,1995,8.3,1,12,6,50.0,1.44,0.72,0.08,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,FW,1995,14,751,54,52.2,8.3,9,68,1,5,28,1,1.29,9,8,1,0.12,0.25,URU,FW,1995,8.3,2,0,0,18,11,2,5,4,3,,,0,700000.0
ARG-Primera División Argentina,2026,Arg Juniors,Brayan Cortés,CHI,GK,31-098,1995,16,16,1440,16.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,CHI,GK,1995,16.0,0,0,0,,0.0,0.0,,,0,0,CHI,GK,1995,16,16,1440,16.0,13,0.81,43,30,69.8,8,5,3,8,50.0,0,0,0,0,,CHI,GK,1995,16,1440,90,100.0,16.0,16,90,16,0,,0,1.89,17,13,4,0.25,,CHI,GK,1995,16.0,3,0,0,0,0,0,0,0,0,,,0,2000000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Gonzalo González,ARG,FW,31-103,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,1995,0.0,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1995,1,3,3,0.2,0.0,0,,0,1,3,10,0.0,0,0,0,0.0,0.0,ARG,FW,1995,0.0,0,0,0,0,0,0,0,0,0,,,0,
ARG-Primera División Argentina,2026,Defensa,David Barbona,ARG,FW,31-115,1995,9,2,284,3.2,1,0,1,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,ARG,FW,1995,3.2,1,5,3,60.0,1.58,0.95,0.2,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1995,9,284,32,19.7,3.2,2,70,0,7,21,7,0.89,3,7,-4,-1.27,-1.35,ARG,FW,1995,3.2,0,0,0,2,1,1,11,0,0,,,0,450000.0
ARG-Primera División Argentina,2026,Ind. Rivadavia,Iván Villalba,PAR,DF,31-149,1995,14,11,1031,11.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,PAR,DF,1995,11.5,0,7,2,28.6,0.61,0.17,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,PAR,DF,1995,14,1031,74,71.6,11.5,11,82,8,3,43,2,1.87,17,11,6,0.52,-1.24,PAR,DF,1995,11.5,4,0,0,12,13,0,1,10,15,,,0,800000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Mateo Ramírez,ARG,MF,31-150,1995,1,0,16,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1995,0.2,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1995,1,16,16,1.1,0.2,0,,0,1,16,4,0.0,0,1,-1,-5.63,-5.25,ARG,MF,1995,0.2,1,0,0,1,0,0,1,0,0,,,0,25000.0
ARG-Primera División Argentina,2026,Rosario Central,Facundo Mallo,URU,DF,31-152,1995,7,6,542,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,URU,DF,1995,6.0,0,2,0,0.0,0.33,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,DF,1995,7,542,77,37.6,6.0,6,85,5,1,31,3,1.13,5,7,-2,-0.33,-0.93,URU,DF,1995,6.0,1,0,0,4,1,1,0,10,7,,,1,1000000.0
ARG-Primera División Argentina,2026,Belgrano,Federico Ricca,URU,"DF,MF",31-198,1994,9,9,663,7.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,URU,"DF,MF",1994,7.4,0,4,0,0.0,0.54,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,"DF,MF",1994,9,663,74,46.0,7.4,9,74,5,0,,2,1.27,4,7,-3,-0.41,-1.22,URU,"DF,MF",1994,7.4,1,1,0,6,6,1,12,8,6,,,0,800000.0
ARG-Primera División Argentina,2026,Gimnasia–M,Diego Mondino,ARG,DF,31-215,1994,11,9,873,9.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1994,9.7,0,2,0,0.0,0.21,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,11,873,79,60.6,9.7,9,90,9,2,32,5,1.27,10,15,-5,-0.52,-0.04,ARG,DF,1994,9.7,2,0,0,4,4,0,0,20,10,,,0,
ARG-Primera División Argentina,2026,Aldosivi,Mauro Da Luz,URU,"FW,MF",31-224,1994,3,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,URU,"FW,MF",1994,0.9,0,2,0,0.0,2.25,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,"FW,MF",1994,3,80,27,5.6,0.9,0,,0,3,27,4,0.67,1,1,0,0.0,0.86,URU,"FW,MF",1994,0.9,0,0,0,2,0,0,2,0,2,,,0,
ARG-Primera División Argentina,2026,Barracas Central,Juan Espínola,PAR,GK,31-227,1994,6,5,461,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,PAR,GK,1994,5.1,0,0,0,,0.0,0.0,,,0,0,PAR,GK,1994,6,5,461,5.1,6,1.17,20,14,70.0,2,2,1,1,20.0,0,0,0,0,,PAR,GK,1994,6,461,77,32.0,5.1,5,90,5,1,11,10,1.83,6,6,0,0.0,0.0,PAR,GK,1994,5.1,0,0,0,0,1,0,0,0,0,,,0,700000.0
ARG-Primera División Argentina,2026,Estudiantes–LP,Alexis Castro,ARG,MF,31-242,1994,14,7,605,6.7,3,0,3,3,0,0,2,0,0.45,0.0,0.45,0.45,0.45,ARG,MF,1994,6.7,3,8,4,50.0,1.19,0.6,0.38,0.75,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1994,14,605,43,42.0,6.7,7,70,0,7,17,0,1.87,6,3,3,0.45,-0.52,ARG,MF,1994,6.7,2,0,0,14,11,0,5,8,13,,,0,1200000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Juan Randazzo,ARG,DF,31-249,1994,12,10,932,10.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1994,10.4,0,2,0,0.0,0.19,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,12,932,78,64.7,10.4,10,89,9,2,20,4,0.92,3,8,-5,-0.48,-0.13,ARG,DF,1994,10.4,3,0,0,19,7,1,3,14,7,,,0,300000.0
ARG-Primera División Argentina,2026,Lanús,Nicolás Morgantini,ARG,DF,31-279,1994,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1994,2.5,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,3,225,75,15.6,2.5,2,90,2,1,45,13,1.0,3,2,1,0.4,0.25,ARG,DF,1994,2.5,0,0,0,5,2,0,5,3,2,,,0,200000.0
ARG-Primera División Argentina,2026,River Plate,Paulo Díaz,CHI,DF,31-296,1994,5,2,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,CHI,DF,1994,2.2,0,1,0,0.0,0.46,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,CHI,DF,1994,5,197,39,13.7,2.2,2,90,2,3,6,10,2.0,1,1,0,0.0,-0.72,CHI,DF,1994,2.2,1,0,0,2,1,0,0,7,1,,,0,2000000.0
ARG-Primera División Argentina,2026,Ind. Rivadavia,Juan Manuel Elordi,ARG,"DF,MF",31-300,1994,15,12,1089,12.1,1,2,3,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,ARG,"DF,MF",1994,12.1,1,16,6,37.5,1.32,0.5,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",1994,15,1089,73,75.6,12.1,12,88,10,3,10,1,1.94,19,12,7,0.58,-1.22,ARG,"DF,MF",1994,12.1,2,0,0,10,5,2,34,14,14,,,0,
