league,season,team,player,standard_nation,standard_pos,age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,keeper_nation,keeper_pos,keeper_born,keeper_Playing Time_MP,keeper_Playing Time_Starts,keeper_Playing Time_Min,keeper_Playing Time_90s,keeper_Performance_GA,keeper_Performance_GA90,keeper_Performance_SoTA,keeper_Performance_Saves,keeper_Performance_Save%,keeper_Performance_W,keeper_Performance_D,keeper_Performance_L,keeper_Performance_CS,keeper_Performance_CS%,keeper_Penalty Kicks_PKatt,keeper_Penalty Kicks_PKA,keeper_Penalty Kicks_PKsv,keeper_Penalty Kicks_PKm,keeper_Penalty Kicks_Save%,playing_time_nation,playing_time_pos,playing_time_born,playing_time_Playing Time_MP,playing_time_Playing Time_Min,playing_time_Playing Time_Mn/MP,playing_time_Playing Time_Min%,playing_time_Playing Time_90s,playing_time_Starts_Starts,playing_time_Starts_Mn/Start,playing_time_Starts_Compl,playing_time_Subs_Subs,playing_time_Subs_Mn/Sub,playing_time_Subs_unSub,playing_time_Team Success_PPM,playing_time_Team Success_onG,playing_time_Team Success_onGA,playing_time_Team Success_+/-,playing_time_Team Success_+/-90,playing_time_Team Success_On-Off,misc_nation,misc_pos,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,market_value_eur
ARG-Primera División Argentina,2026,Boca Juniors,Lucas Janson,ARG,"FW,MF",31-305,1994,3,3,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,"FW,MF",1994,2.0,0,2,2,100.0,0.99,0.99,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",1994,3,182,61,12.6,2.0,3,61,0,0,,6,1.67,1,1,0,0.0,-0.93,ARG,"FW,MF",1994,2.0,1,0,0,7,6,1,1,0,1,,,0,200000.0
ARG-Primera División Argentina,2026,Unión,Mauro Pittón,ARG,MF,31-313,1994,16,16,1399,15.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1994,15.5,0,14,2,14.3,0.9,0.13,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1994,16,1399,87,97.2,15.5,16,87,13,0,,0,1.33,22,19,3,0.19,-2.0,ARG,MF,1994,15.5,5,0,0,14,20,1,8,19,17,,,0,2300000.0
ARG-Primera División Argentina,2026,Tigre,Federico Álvarez,ARG,DF,31-314,1994,14,13,1148,12.8,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,ARG,DF,1994,12.8,0,11,1,9.1,0.86,0.08,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,14,1148,82,79.7,12.8,13,87,11,1,22,2,1.36,17,11,6,0.47,1.4,ARG,DF,1994,12.8,2,0,0,9,13,1,50,26,18,,,0,500000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Jonatan Goitía,ARG,MF,31-319,1994,13,9,785,8.7,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,ARG,MF,1994,8.7,0,15,2,13.3,1.72,0.23,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1994,13,785,60,54.5,8.7,9,78,3,4,20,0,0.77,4,2,2,0.23,1.47,ARG,MF,1994,8.7,5,1,0,22,11,0,8,9,23,,,0,325000.0
ARG-Primera División Argentina,2026,Belgrano,Lucas Passerini,ARG,FW,31-336,1994,11,4,443,4.9,0,4,4,0,0,1,1,0,0.0,0.81,0.81,0.0,0.81,ARG,FW,1994,4.9,0,11,4,36.4,2.23,0.81,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1994,11,443,40,30.8,4.9,4,73,1,7,21,2,1.71,8,5,3,0.61,0.52,ARG,FW,1994,4.9,1,0,0,13,11,6,0,1,4,,,0,1500000.0
ARG-Primera División Argentina,2026,Ind. Rivadavia,Victorio Ramis,ARG,FW,31-345,1994,4,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,1994,0.7,0,1,1,100.0,1.43,1.43,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1994,4,63,16,4.4,0.7,1,45,0,3,6,9,2.0,2,1,1,1.43,0.58,ARG,FW,1994,0.7,0,0,0,1,1,0,0,1,1,,,0,100000.0
ARG-Primera División Argentina,2026,Boca Juniors,Leandro Paredes,ARG,MF,31-353,1994,14,10,977,10.9,2,3,5,0,2,2,6,0,0.18,0.28,0.46,0.0,0.28,ARG,MF,1994,10.9,2,16,5,31.3,1.47,0.46,0.0,0.0,2,2,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1994,14,977,70,67.8,10.9,10,87,5,4,28,0,1.87,17,6,11,1.01,0.62,ARG,MF,1994,10.9,6,0,0,12,22,0,54,9,11,,,0,5000000.0
ARG-Primera División Argentina,2026,Lanús,Marcelino Moreno,ARG,MF,31-357,1994,8,5,530,5.9,3,1,4,3,0,0,0,0,0.51,0.17,0.68,0.51,0.68,ARG,MF,1994,5.9,3,23,13,56.5,3.91,2.21,0.13,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1994,8,530,66,36.8,5.9,5,87,2,3,31,0,1.44,9,5,4,0.68,0.78,ARG,MF,1994,5.9,0,0,0,4,11,1,27,1,1,,,0,4500000.0
ARG-Primera División Argentina,2026,Atlé Tucumán,Martín Benítez,ARG,FW,32-000,1994,3,1,95,1.1,1,0,1,0,1,1,0,0,0.95,0.0,0.95,0.0,0.0,ARG,FW,1994,1.1,1,2,1,50.0,1.89,0.95,0.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1994,3,95,32,6.6,1.1,1,61,0,2,17,7,1.0,3,2,1,0.95,1.35,ARG,FW,1994,1.1,0,0,0,0,0,0,11,0,3,,,0,400000.0
ARG-Primera División Argentina,2026,Instituto,Fernando Alarcón,ARG,DF,32-001,1994,13,13,1125,12.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1994,12.5,0,10,4,40.0,0.8,0.32,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,13,1125,87,78.1,12.5,13,87,12,0,,2,1.46,13,12,1,0.08,0.37,ARG,DF,1994,12.5,5,0,0,18,6,0,1,19,17,,,0,1300000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Elías Gómez,ARG,DF,32-008,1994,15,15,1350,15.0,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07,ARG,DF,1994,15.0,0,5,0,0.0,0.33,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,15,1350,90,93.8,15.0,15,90,15,0,,0,1.69,17,11,6,0.4,0.4,ARG,DF,1994,15.0,5,0,0,17,21,1,45,19,18,,,0,1200000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Germán Conti,ARG,DF,32-014,1994,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1994,2.1,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,3,188,63,13.1,2.1,2,84,1,1,21,2,2.4,3,0,3,1.44,1.65,ARG,DF,1994,2.1,0,0,0,0,0,0,0,5,2,,,0,150000.0
ARG-Primera División Argentina,2026,Ind. Rivadavia,Ezequiel Bonifacio,ARG,DF,32-039,1994,11,6,520,5.8,0,1,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,ARG,DF,1994,5.8,0,4,0,0.0,0.69,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,11,520,47,36.1,5.8,6,71,1,5,18,5,2.33,13,4,9,1.56,1.07,ARG,DF,1994,5.8,2,0,0,11,2,2,4,4,14,,,0,100000.0
ARG-Primera División Argentina,2026,Banfield,Federico Anselmo,ARG,FW,32-061,1994,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,1994,0.6,0,4,0,0.0,6.92,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1994,4,52,13,3.6,0.6,0,,0,4,13,8,1.75,0,0,0,0.0,0.13,ARG,FW,1994,0.6,0,0,0,2,1,1,1,0,1,,,0,100000.0
ARG-Primera División Argentina,2026,Boca Juniors,Jorge Figal,ARG,DF,32-075,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1994,4.0,0,4,1,25.0,1.0,0.25,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,4,360,90,25.0,4.0,4,90,4,0,,12,2.5,8,2,6,1.5,0.92,ARG,DF,1994,4.0,0,0,0,0,2,0,0,10,4,,,0,
ARG-Primera División Argentina,2026,Arg Juniors,Nicolás Oróz,ARG,MF,32-077,1994,15,13,1028,11.4,2,2,4,1,1,1,1,0,0.18,0.18,0.35,0.09,0.26,ARG,MF,1994,11.4,2,9,4,44.4,0.79,0.35,0.11,0.25,1,1,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1994,15,1028,69,71.4,11.4,13,76,1,2,21,1,1.94,12,10,2,0.18,-0.26,ARG,MF,1994,11.4,1,0,0,8,7,0,38,14,11,,,0,1000000.0
ARG-Primera División Argentina,2026,Estudiantes–RC,Gabriel Alanís,ARG,"MF,FW",32-093,1994,15,11,910,10.1,1,0,1,1,0,0,0,1,0.1,0.0,0.1,0.1,0.1,ARG,"MF,FW",1994,10.1,1,20,3,15.0,1.98,0.3,0.05,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",1994,15,910,61,63.2,10.1,11,76,4,4,19,1,0.33,4,15,-11,-1.09,0.27,ARG,"MF,FW",1994,10.1,0,1,0,8,10,3,25,8,7,,,0,
ARG-Primera División Argentina,2026,Atlé Tucumán,Ezequiel Ham,SYR,MF,32-099,1994,15,9,744,8.3,0,1,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,SYR,MF,1994,8.3,0,12,1,8.3,1.45,0.12,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,SYR,MF,1994,15,744,50,51.7,8.3,9,69,1,6,20,1,0.73,9,13,-4,-0.48,-0.35,SYR,MF,1994,8.3,3,0,0,3,1,0,23,8,6,,,0,600000.0
ARG-Primera División Argentina,2026,Independiente,Nicolás Freire,ARG,DF,32-119,1994,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1994,0.2,0,2,1,50.0,9.47,4.74,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1994,2,19,10,1.3,0.2,0,,0,2,10,14,2.0,0,0,0,0.0,-0.25,ARG,DF,1994,0.2,0,0,0,1,0,0,2,1,0,,,0,300000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Diego Valdés,CHI,MF,32-138,1994,13,8,677,7.5,0,5,5,0,0,0,0,0,0.0,0.66,0.66,0.0,0.66,CHI,MF,1994,7.5,0,14,2,14.3,1.86,0.27,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,CHI,MF,1994,13,677,52,47.0,7.5,8,71,2,5,22,0,1.5,12,8,4,0.53,0.3,CHI,MF,1994,7.5,0,0,0,3,9,1,41,4,5,,,0,2800000.0
ARG-Primera División Argentina,2026,Atlé Tucumán,Leonel Di Plácido,ARG,"DF,MF",32-140,1994,7,7,575,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,"DF,MF",1994,6.4,0,5,1,20.0,0.78,0.16,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",1994,7,575,82,39.9,6.4,7,82,4,0,,7,0.71,7,9,-2,-0.31,0.0,ARG,"DF,MF",1994,6.4,2,0,0,7,7,0,11,9,11,,,0,200000.0
ARG-Primera División Argentina,2026,Tigre,Guillermo Soto,CHI,DF,32-158,1994,5,3,298,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,CHI,DF,1994,3.3,0,2,0,0.0,0.6,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,CHI,DF,1994,5,298,60,20.7,3.3,3,90,3,2,14,4,1.0,4,3,1,0.3,0.14,CHI,DF,1994,3.3,0,0,0,6,0,0,18,1,1,,,0,300000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Claudio Baeza,CHI,MF,32-176,1993,14,10,925,10.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,CHI,MF,1993,10.3,0,5,0,0.0,0.49,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,CHI,MF,1993,14,925,66,64.2,10.3,10,87,7,4,15,2,1.8,13,8,5,0.49,0.31,CHI,MF,1993,10.3,4,0,0,14,11,0,4,17,19,,,0,1600000.0
ARG-Primera División Argentina,2026,CA San Lorenzo,Luciano Vietto,ARG,"MF,FW",32-194,1993,11,4,483,5.4,2,0,2,2,0,0,3,0,0.37,0.0,0.37,0.37,0.37,ARG,"MF,FW",1993,5.4,2,12,6,50.0,2.24,1.12,0.17,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",1993,11,483,44,33.5,5.4,4,67,0,7,31,0,1.18,3,3,0,0.0,0.0,ARG,"MF,FW",1993,5.4,3,0,0,8,4,1,21,1,4,,,0,1200000.0
ARG-Primera División Argentina,2026,Lanús,Ramiro Carrera,ARG,"MF,FW",32-236,1993,15,12,965,10.7,2,3,5,2,0,0,7,0,0.19,0.28,0.47,0.19,0.47,ARG,"MF,FW",1993,10.7,2,26,6,23.1,2.42,0.56,0.08,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",1993,15,965,64,67.0,10.7,12,77,3,3,16,0,1.44,15,9,6,0.56,1.13,ARG,"MF,FW",1993,10.7,7,0,0,13,14,4,16,6,11,,,0,1000000.0
ARG-Primera División Argentina,2026,Rosario Central,Alexis Soto,ARG,DF,32-240,1993,14,8,787,8.7,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,ARG,DF,1993,8.7,1,3,1,33.3,0.34,0.11,0.33,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,14,787,56,54.7,8.7,8,82,5,6,23,2,1.88,11,7,4,0.46,0.46,ARG,DF,1993,8.7,1,0,0,6,5,0,11,11,11,,,0,1200000.0
ARG-Primera División Argentina,2026,Aldosivi,Franco Leys,ARG,MF,32-242,1993,11,4,504,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1993,5.6,0,2,1,50.0,0.36,0.18,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1993,11,504,46,35.0,5.6,4,82,3,7,25,3,0.45,0,9,-9,-1.61,-1.22,ARG,MF,1993,5.6,1,0,0,7,8,0,4,8,6,,,0,
ARG-Primera División Argentina,2026,Aldosivi,Lucas Rodríguez,ARG,"DF,MF",32-263,1993,11,8,721,8.0,0,1,1,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,ARG,"DF,MF",1993,8.0,0,5,1,20.0,0.62,0.12,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",1993,11,721,66,50.1,8.0,8,82,4,3,23,3,0.36,3,12,-9,-1.12,-0.62,ARG,"DF,MF",1993,8.0,0,0,0,9,8,0,48,7,11,,,0,
ARG-Primera División Argentina,2026,Vélez Sarsfield,Lisandro Magallán,ARG,DF,32-263,1993,14,14,1240,13.8,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,ARG,DF,1993,13.8,0,2,0,0.0,0.15,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,14,1240,89,86.1,13.8,14,89,13,0,,0,1.73,15,9,6,0.44,0.44,ARG,DF,1993,13.8,3,0,0,11,4,0,0,10,13,,,0,1000000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Francisco Pizzini,,,32-271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",1993,0,,,,,0,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,
ARG-Primera División Argentina,2026,Deportivo Riestra,Nicolás Sansotre,ARG,"DF,MF",32-282,1993,13,13,1145,12.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,"DF,MF",1993,12.7,0,5,1,20.0,0.39,0.08,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",1993,13,1145,88,79.5,12.7,13,88,12,0,,0,0.54,3,10,-7,-0.55,-0.55,ARG,"DF,MF",1993,12.7,1,0,0,9,2,1,17,10,12,,,0,300000.0
ARG-Primera División Argentina,2026,Lanús,Walter Bou,ARG,FW,32-296,1993,10,8,578,6.4,2,0,2,1,1,1,1,0,0.31,0.0,0.31,0.16,0.16,ARG,FW,1993,6.4,2,9,5,55.6,1.4,0.78,0.11,0.2,1,1,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1993,10,578,58,40.1,6.4,8,69,0,2,12,3,1.36,7,8,-1,-0.16,-0.57,ARG,FW,1993,6.4,1,0,0,9,4,6,3,4,4,,,0,750000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Miguel Barbieri,ARG,DF,32-297,1993,9,7,566,6.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1993,6.3,0,5,2,40.0,0.8,0.32,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,9,566,63,39.3,6.3,7,73,0,2,26,5,0.33,1,8,-7,-1.11,-1.11,ARG,DF,1993,6.3,4,0,0,9,2,1,1,12,9,,,0,350000.0
ARG-Primera División Argentina,2026,Barracas Central,Yonatthan Rak,URU,DF,32-303,1993,4,2,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,URU,DF,1993,2.1,0,1,0,0.0,0.47,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,DF,1993,4,191,48,13.3,2.1,2,90,2,2,6,12,1.0,2,3,-1,-0.47,-0.54,URU,DF,1993,2.1,0,0,0,1,2,0,0,3,3,,,0,200000.0
ARG-Primera División Argentina,2026,Arg Juniors,Erik Godoy,ARG,DF,32-305,1993,10,6,558,6.2,1,0,1,1,0,0,0,0,0.16,0.0,0.16,0.16,0.16,ARG,DF,1993,6.2,1,5,1,20.0,0.81,0.16,0.2,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,10,558,56,38.8,6.2,6,90,6,4,5,3,1.85,3,7,-4,-0.65,-1.46,ARG,DF,1993,6.2,0,0,0,8,4,0,2,9,5,,,0,300000.0
ARG-Primera División Argentina,2026,Tigre,Gonzalo Nicolás Martínez,ARG,MF,33-004,1993,11,4,366,4.1,2,0,2,2,0,0,1,0,0.49,0.0,0.49,0.49,0.49,ARG,MF,1993,4.1,2,19,7,36.8,4.67,1.72,0.11,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1993,11,366,33,25.4,4.1,4,57,0,7,20,1,1.18,4,3,1,0.25,0.08,ARG,MF,1993,4.1,1,0,0,6,27,1,18,0,2,,,0,
ARG-Primera División Argentina,2026,Barracas Central,Rafael Barrios,ARG,"MF,DF",33-025,1993,9,7,497,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,"MF,DF",1993,5.5,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,DF",1993,9,497,55,34.5,5.5,7,62,0,2,30,5,1.33,2,5,-3,-0.54,-0.83,ARG,"MF,DF",1993,5.5,0,0,0,11,5,1,13,9,9,,,0,75000.0
ARG-Primera División Argentina,2026,Aldosivi,Junior Arias,URU,FW,33-031,1993,11,9,714,7.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,URU,FW,1993,7.9,0,19,3,15.8,2.39,0.38,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,FW,1993,11,714,65,49.6,7.9,9,77,5,2,11,1,0.36,2,9,-7,-0.88,-0.14,URU,FW,1993,7.9,2,0,0,6,7,3,6,4,1,,,0,
ARG-Primera División Argentina,2026,Huracán,Nehuén Paz,ARG,DF,33-050,1993,4,4,293,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1993,3.3,0,6,2,33.3,1.84,0.61,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,4,293,73,20.3,3.3,4,73,2,0,,7,0.4,2,2,0,0.0,-0.31,ARG,DF,1993,3.3,1,0,0,1,1,0,1,2,1,,,0,175000.0
ARG-Primera División Argentina,2026,Lanús,Nahuel Losada,ARG,GK,33-061,1993,14,14,1260,14.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,1993,14.0,0,0,0,,0.0,0.0,,,0,0,ARG,GK,1993,14,14,1260,14.0,14,1.0,49,38,77.6,6,4,4,6,42.9,3,3,0,0,0.0,ARG,GK,1993,14,1260,90,87.5,14.0,14,90,14,0,,2,1.47,17,14,3,0.21,0.21,ARG,GK,1993,14.0,4,0,0,2,2,0,0,1,0,,,0,3000000.0
ARG-Primera División Argentina,2026,Arg Juniors,Sebastián Prieto,ARG,DF,33-069,1993,15,14,1136,12.6,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,ARG,DF,1993,12.6,1,12,2,16.7,0.95,0.16,0.08,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,15,1136,76,78.9,12.6,14,79,6,1,29,1,1.94,14,13,1,0.08,-0.81,ARG,DF,1993,12.6,3,0,0,15,11,1,55,12,16,,,0,275000.0
ARG-Primera División Argentina,2026,Racing Club,Bruno Zuculini,ARG,MF,33-076,1993,14,6,571,6.3,0,1,1,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,ARG,MF,1993,6.3,0,3,0,0.0,0.47,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1993,14,571,41,39.7,6.3,6,66,0,8,22,2,1.5,6,5,1,0.16,0.05,ARG,MF,1993,6.3,1,0,0,5,5,1,10,6,13,,,0,400000.0
ARG-Primera División Argentina,2026,Newell's,Fabián Noguera,ARG,DF,33-089,1993,2,0,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1993,1.2,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,2,110,55,7.6,1.2,0,,0,2,55,2,2.0,2,2,0,0.0,0.81,ARG,DF,1993,1.2,0,0,0,1,0,0,0,0,2,,,0,250000.0
ARG-Primera División Argentina,2026,C. Córdoba–SdE,Michael Santos,URU,FW,33-096,1993,14,12,1085,12.1,4,2,6,3,1,1,1,0,0.33,0.17,0.5,0.25,0.41,URU,FW,1993,12.1,4,19,7,36.8,1.58,0.58,0.16,0.43,1,1,,,,,,,,,,,,,,,,,,,,,,,URU,FW,1993,14,1085,78,75.3,12.1,12,87,7,2,21,0,1.07,10,16,-6,-0.5,0.52,URU,FW,1993,12.1,1,0,0,20,12,13,9,3,7,,,0,350000.0
ARG-Primera División Argentina,2026,Vélez Sarsfield,Michael Santos,URU,FW,33-096,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,URU,FW,1993,0.1,0,1,1,100.0,18.0,18.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,FW,1993,1,5,5,0.3,0.1,0,,0,1,5,0,3.0,1,0,1,18.0,17.69,URU,FW,1993,0.1,0,0,0,0,0,1,0,0,0,,,0,350000.0
ARG-Primera División Argentina,2026,Aldosivi,Federico Gino,URU,MF,33-111,1993,13,12,1026,11.4,2,0,2,1,1,1,6,0,0.18,0.0,0.18,0.09,0.09,URU,MF,1993,11.4,2,16,3,18.8,1.4,0.26,0.06,0.33,1,1,,,,,,,,,,,,,,,,,,,,,,,URU,MF,1993,13,1026,79,71.3,11.4,12,83,8,1,33,2,0.54,2,13,-11,-0.96,-0.53,URU,MF,1993,11.4,6,0,0,21,10,1,5,8,11,,,0,25000.0
ARG-Primera División Argentina,2026,Sarmiento–J,Mauricio Martínez,ARG,MF,33-117,1993,12,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1993,8.3,0,12,3,25.0,1.45,0.36,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1993,12,745,62,51.7,8.3,7,85,4,5,29,0,1.08,8,11,-3,-0.36,0.16,ARG,MF,1993,8.3,1,0,0,1,8,0,11,11,11,,,0,375000.0
ARG-Primera División Argentina,2026,Estudiantes–RC,Facundo Cobos,ARG,DF,33-118,1993,8,6,563,6.3,1,0,1,1,0,0,0,0,0.16,0.0,0.16,0.16,0.16,ARG,DF,1993,6.3,1,3,2,66.7,0.48,0.32,0.33,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1993,8,563,70,39.1,6.3,6,79,1,2,45,1,0.13,2,10,-8,-1.28,-0.15,ARG,DF,1993,6.3,0,0,0,5,7,0,30,8,13,,,0,
ARG-Primera División Argentina,2026,Vélez Sarsfield,Manuel Lanzini,ARG,MF,33-122,1993,16,15,1195,13.3,3,0,3,3,0,0,1,0,0.23,0.0,0.23,0.23,0.23,ARG,MF,1993,13.3,3,20,8,40.0,1.51,0.6,0.15,0.38,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1993,16,1195,75,83.0,13.3,15,79,2,1,3,0,1.65,15,9,6,0.45,0.45,ARG,MF,1993,13.3,1,0,0,10,34,1,49,7,8,,,0,900000.0
ARG-Primera División Argentina,2026,Rosario Central,Jeremías Ledesma,ARG,GK,33-124,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,1993,12.0,0,0,0,,0.0,0.0,,,0,0,ARG,GK,1993,12,12,1080,12.0,11,0.92,45,34,75.6,7,2,3,3,25.0,0,0,0,0,,ARG,GK,1993,12,1080,90,75.0,12.0,12,90,12,0,,4,1.93,16,11,5,0.42,0.67,ARG,GK,1993,12.0,0,0,0,0,1,0,0,0,0,,,0,
